Name of College,Branch,Category,Exam name,Marks
Tatyasaheb Kore Institute of Engineering,Civil Engineering,SC,MHT-CET,88.6
Tatyasaheb Kore Institute of Engineering,Civil Engineering,ST,MHT-CET,86.5
Tatyasaheb Kore Institute of Engineering,Civil Engineering,EWS,MHT-CET,89
Tatyasaheb Kore Institute of Engineering,Civil Engineering,TFWS,MHT-CET,90.1
Tatyasaheb Kore Institute of Engineering,Mechanical Engineering,General,MHT-CET,93.2
Tatyasaheb Kore Institute of Engineering,Mechanical Engineering,OBC,MHT-CET,92
Tatyasaheb Kore Institute of Engineering,Mechanical Engineering,SC,MHT-CET,89.8
Tatyasaheb Kore Institute of Engineering,Mechanical Engineering,ST,MHT-CET,87.5
Tatyasaheb Kore Institute of Engineering,Mechanical Engineering,EWS,MHT-CET,92.2
Tatyasaheb Kore Institute of Engineering,Mechanical Engineering,TFWS,MHT-CET,92.8
Lokmanya Tilak College of Engineering,Computer Engineering,General,MHT-CET,97.3
Lokmanya Tilak College of Engineering,Computer Engineering,OBC,MHT-CET,96.7
Lokmanya Tilak College of Engineering,Computer Engineering,SC,MHT-CET,94.45
Lokmanya Tilak College of Engineering,Computer Engineering,ST,MHT-CET,92.2
Lokmanya Tilak College of Engineering,Computer Engineering,EWS,MHT-CET,96.9
Lokmanya Tilak College of Engineering,Computer Engineering,TFWS,MHT-CET,97
Lokmanya Tilak College of Engineering,Electronics and Telecommunication Engineering,General,MHT-CET,97
Lokmanya Tilak College of Engineering,Electronics and Telecommunication Engineering,OBC,MHT-CET,96.5
Lokmanya Tilak College of Engineering,Electronics and Telecommunication Engineering,SC,MHT-CET,94
Lokmanya Tilak College of Engineering,Electronics and Telecommunication Engineering,ST,MHT-CET,92.7
Lokmanya Tilak College of Engineering,Electronics and Telecommunication Engineering,EWS,MHT-CET,96.5
Lokmanya Tilak College of Engineering,Electronics and Telecommunication Engineering,TFWS,MHT-CET,96.8
Lokmanya Tilak College of Engineering,Civil Engineering,General,MHT-CET,92
Lokmanya Tilak College of Engineering,Civil Engineering,OBC,MHT-CET,90.9
Lokmanya Tilak College of Engineering,Civil Engineering,SC,MHT-CET,88.6
Lokmanya Tilak College of Engineering,Civil Engineering,ST,MHT-CET,86.5
Lokmanya Tilak College of Engineering,Civil Engineering,EWS,MHT-CET,89
Lokmanya Tilak College of Engineering,Civil Engineering,TFWS,MHT-CET,90.1
Lokmanya Tilak College of Engineering,Mechanical Engineering,General,MHT-CET,93.2
Lokmanya Tilak College of Engineering,Mechanical Engineering,OBC,MHT-CET,92
Lokmanya Tilak College of Engineering,Mechanical Engineering,SC,MHT-CET,89.8
Lokmanya Tilak College of Engineering,Mechanical Engineering,ST,MHT-CET,87.5
Lokmanya Tilak College of Engineering,Mechanical Engineering,EWS,MHT-CET,92.2
Lokmanya Tilak College of Engineering,Mechanical Engineering,TFWS,MHT-CET,92.8
Shivajirao S. Jondhle College of Engineering and Technology,Computer Engineering,General,MHT-CET,76.48
Shivajirao S. Jondhle College of Engineering and Technology,Computer Engineering,OBC,MHT-CET,78.81
Shivajirao S. Jondhle College of Engineering and Technology,Computer Engineering,SC,MHT-CET,55.23
Shivajirao S. Jondhle College of Engineering and Technology,Computer Engineering,ST,MHT-CET,72.61
Shivajirao S. Jondhle College of Engineering and Technology,Computer Engineering,EWS,MHT-CET,44.89
Shivajirao S. Jondhle College of Engineering and Technology,Computer Engineering,TFWS,MHT-CET,80.43
Shivajirao S. Jondhle College of Engineering and Technology,Electronics & Telecommunication Engineering,General,MHT-CET,52.99
Shivajirao S. Jondhle College of Engineering and Technology,Electronics & Telecommunication Engineering,OBC,MHT-CET,31.43
Shivajirao S. Jondhle College of Engineering and Technology,Electronics & Telecommunication Engineering,SC,MHT-CET,34.22
Shivajirao S. Jondhle College of Engineering and Technology,Electronics & Telecommunication Engineering,ST,MHT-CET,44.89
Shivajirao S. Jondhle College of Engineering and Technology,Electronics & Telecommunication Engineering,EWS,MHT-CET,43.44
Shivajirao S. Jondhle College of Engineering and Technology,Electronics & Telecommunication Engineering,TFWS,MHT-CET,54.39
Shivajirao S. Jondhle College of Engineering and Technology,Robotics and Automation,General,MHT-CET,47.98
Shivajirao S. Jondhle College of Engineering and Technology,Robotics and Automation,OBC,MHT-CET,42.88
Shivajirao S. Jondhle College of Engineering and Technology,Robotics and Automation,SC,MHT-CET,19.37
Shivajirao S. Jondhle College of Engineering and Technology,Robotics and Automation,ST,MHT-CET,29.16
Shivajirao S. Jondhle College of Engineering and Technology,Robotics and Automation,EWS,MHT-CET,50.6
Shivajirao S. Jondhle College of Engineering and Technology,Robotics and Automation,TFWS,MHT-CET,59.89
Shivajirao S. Jondhle College of Engineering and Technology,Civil Engineering,General,MHT-CET,39.75
Shivajirao S. Jondhle College of Engineering and Technology,Civil Engineering,OBC,MHT-CET,10.45
Shivajirao S. Jondhle College of Engineering and Technology,Civil Engineering,SC,MHT-CET,4.02
Shivajirao S. Jondhle College of Engineering and Technology,Civil Engineering,ST,MHT-CET,11.49
Shivajirao S. Jondhle College of Engineering and Technology,Civil Engineering,EWS,MHT-CET,39.75
Shivajirao S. Jondhle College of Engineering and Technology,Civil Engineering,TFWS,MHT-CET,23.95
"Amrutvahini College of Engineering, Sangamner",Computer Engineering,General,MHT-CET,91.27
"Amrutvahini College of Engineering, Sangamner",Computer Engineering,OBC,MHT-CET,89.08
"Amrutvahini College of Engineering, Sangamner",Computer Engineering,SC,MHT-CET,85.04
"Amrutvahini College of Engineering, Sangamner",Computer Engineering,ST,MHT-CET,79.53
"Amrutvahini College of Engineering, Sangamner",Computer Engineering,EWS,MHT-CET,86.57
"Amrutvahini College of Engineering, Sangamner",Computer Engineering,TFWS,MHT-CET,92.76
"Amrutvahini College of Engineering, Sangamner",Electronics and Computer Engineering,General,MHT-CET,85.04
"Amrutvahini College of Engineering, Sangamner",Electronics and Computer Engineering,OBC,MHT-CET,82.35
"Amrutvahini College of Engineering, Sangamner",Electronics and Computer Engineering,SC,MHT-CET,78.12
"Amrutvahini College of Engineering, Sangamner",Electronics and Computer Engineering,ST,MHT-CET,75.89
"Amrutvahini College of Engineering, Sangamner",Electronics and Computer Engineering,EWS,MHT-CET,80.45
"Amrutvahini College of Engineering, Sangamner",Electronics and Computer Engineering,TFWS,MHT-CET,87.23
"Amrutvahini College of Engineering, Sangamner",Mechanical Engineering,General,MHT-CET,69.07
"Amrutvahini College of Engineering, Sangamner",Mechanical Engineering,OBC,MHT-CET,65.32
"Amrutvahini College of Engineering, Sangamner",Mechanical Engineering,SC,MHT-CET,60.78
"Amrutvahini College of Engineering, Sangamner",Mechanical Engineering,ST,MHT-CET,58.45
"Amrutvahini College of Engineering, Sangamner",Mechanical Engineering,EWS,MHT-CET,63.89
"Amrutvahini College of Engineering, Sangamner",Mechanical Engineering,TFWS,MHT-CET,70.12
"Amrutvahini College of Engineering, Sangamner",Civil Engineering,General,MHT-CET,65.89
"Amrutvahini College of Engineering, Sangamner",Civil Engineering,OBC,MHT-CET,62.34
"Amrutvahini College of Engineering, Sangamner",Civil Engineering,SC,MHT-CET,59.12
"Amrutvahini College of Engineering, Sangamner",Civil Engineering,ST,MHT-CET,55.78
"Amrutvahini College of Engineering, Sangamner",Civil Engineering,EWS,MHT-CET,61.45
"Amrutvahini College of Engineering, Sangamner",Civil Engineering,TFWS,MHT-CET,68.23
"Jayawantrao Sawant College of Engineering, Pune",Computer Engineering,General,MHT-CET,93.42
"Jayawantrao Sawant College of Engineering, Pune",Computer Engineering,OBC,MHT-CET,92.12
"Jayawantrao Sawant College of Engineering, Pune",Computer Engineering,SC,MHT-CET,92.91
"Jayawantrao Sawant College of Engineering, Pune",Artificial Intelligence and Data Science,General,MHT-CET,91.27
"Jayawantrao Sawant College of Engineering, Pune",Artificial Intelligence and Data Science,OBC,MHT-CET,89.08
"Jayawantrao Sawant College of Engineering, Pune",Artificial Intelligence and Data Science,SC,MHT-CET,85.04
"Jayawantrao Sawant College of Engineering, Pune",Electronics and Telecommunication Engineering,General,MHT-CET,85.04
"Jayawantrao Sawant College of Engineering, Pune",Electronics and Telecommunication Engineering,OBC,MHT-CET,82.35
"Jayawantrao Sawant College of Engineering, Pune",Electronics and Telecommunication Engineering,SC,MHT-CET,78.12
"Jayawantrao Sawant College of Engineering, Pune",Electronics and Telecommunication Engineering,ST,MHT-CET,75.89
"Jayawantrao Sawant College of Engineering, Pune",Electronics and Telecommunication Engineering,EWS,MHT-CET,80.45
"Jayawantrao Sawant College of Engineering, Pune",Mechanical Engineering,General,MHT-CET,69.07
"Jayawantrao Sawant College of Engineering, Pune",Mechanical Engineering,OBC,MHT-CET,65.32
"Jayawantrao Sawant College of Engineering, Pune",Mechanical Engineering,SC,MHT-CET,60.78
"Jayawantrao Sawant College of Engineering, Pune",Mechanical Engineering,ST,MHT-CET,58.45
"Jayawantrao Sawant College of Engineering, Pune",Mechanical Engineering,EWS,MHT-CET,63.89
"Jayawantrao Sawant College of Engineering, Pune",Civil Engineering,General,MHT-CET,65.89
"Jayawantrao Sawant College of Engineering, Pune",Civil Engineering,OBC,MHT-CET,62.34
"Jayawantrao Sawant College of Engineering, Pune",Civil Engineering,SC,MHT-CET,59.12
"Jayawantrao Sawant College of Engineering, Pune",Civil Engineering,ST,MHT-CET,55.78
"Jayawantrao Sawant College of Engineering, Pune",Civil Engineering,EWS,MHT-CET,61.45
"Jayawantrao Sawant College of Engineering, Pune",Information Technology,General,MHT-CET,66.5
"Jayawantrao Sawant College of Engineering, Pune",Information Technology,OBC,MHT-CET,63.4
"Jayawantrao Sawant College of Engineering, Pune",Information Technology,SC,MHT-CET,60.3
"Jayawantrao Sawant College of Engineering, Pune",Information Technology,ST,MHT-CET,57.2
"Jayawantrao Sawant College of Engineering, Pune",Information Technology,EWS,MHT-CET,62.1
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Engineering,General,MHT-CET,87.82
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Engineering,OBC,MHT-CET,85.44
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Engineering,SC,MHT-CET,86.2
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Engineering,ST,MHT-CET,73.58
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Engineering,EWS,MHT-CET,84.03
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Engineering,TFWS,MHT-CET,89.95
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Information Technology,General,MHT-CET,88.19
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Information Technology,OBC,MHT-CET,84.81
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Information Technology,SC,MHT-CET,82.71
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Information Technology,ST,MHT-CET,80.45
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Information Technology,EWS,MHT-CET,84.03
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Information Technology,TFWS,MHT-CET,89.95
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Artificial Intelligence & Machine Learning,General,MHT-CET,86.45
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Artificial Intelligence & Machine Learning,OBC,MHT-CET,84.32
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Artificial Intelligence & Machine Learning,SC,MHT-CET,82.71
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Artificial Intelligence & Machine Learning,ST,MHT-CET,80.45
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Artificial Intelligence & Machine Learning,EWS,MHT-CET,84.03
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Artificial Intelligence & Machine Learning,TFWS,MHT-CET,89.95
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Data Science,General,MHT-CET,85.54
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Data Science,OBC,MHT-CET,82.71
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Data Science,SC,MHT-CET,80.45
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Data Science,ST,MHT-CET,78.12
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Data Science,EWS,MHT-CET,84.03
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Data Science,TFWS,MHT-CET,89.95
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Biomedical Engineering,General,MHT-CET,80.45
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Biomedical Engineering,OBC,MHT-CET,78.12
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Biomedical Engineering,SC,MHT-CET,75.89
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Biomedical Engineering,ST,MHT-CET,73.58
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Biomedical Engineering,EWS,MHT-CET,80.45
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Biomedical Engineering,TFWS,MHT-CET,89.95
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Electrical Engineering,General,MHT-CET,82.7
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Electrical Engineering,OBC,MHT-CET,79.75
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Electrical Engineering,SC,MHT-CET,77.17
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Electrical Engineering,ST,MHT-CET,75.89
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Electrical Engineering,EWS,MHT-CET,80.45
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Electrical Engineering,TFWS,MHT-CET,89.95
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Electronics & Telecommunication Engineering,General,MHT-CET,82.7
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Electronics & Telecommunication Engineering,OBC,MHT-CET,79.75
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Electronics & Telecommunication Engineering,SC,MHT-CET,77.17
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Electronics & Telecommunication Engineering,ST,MHT-CET,75.89
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Electronics & Telecommunication Engineering,EWS,MHT-CET,80.45
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Electronics & Telecommunication Engineering,TFWS,MHT-CET,89.95
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Mechanical Engineering,General,MHT-CET,77.21
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Mechanical Engineering,OBC,MHT-CET,74.47
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Mechanical Engineering,SC,MHT-CET,72.61
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Mechanical Engineering,ST,MHT-CET,70.45
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Mechanical Engineering,EWS,MHT-CET,74.93
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Mechanical Engineering,TFWS,MHT-CET,89.95
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Civil Engineering,General,MHT-CET,74.93
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Civil Engineering,OBC,MHT-CET,71.14
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Civil Engineering,SC,MHT-CET,69.6
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Civil Engineering,ST,MHT-CET,67.57
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Civil Engineering,EWS,MHT-CET,72.61
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Civil Engineering,TFWS,MHT-CET,89.95
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Chemical Engineering,General,MHT-CET,71.14
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Chemical Engineering,OBC,MHT-CET,68.48
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Chemical Engineering,SC,MHT-CET,66.24
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Chemical Engineering,ST,MHT-CET,64.47
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Chemical Engineering,EWS,MHT-CET,69.6
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Chemical Engineering,TFWS,MHT-CET,89.95
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Automation & Robotics,General,MHT-CET,77.21
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Automation & Robotics,OBC,MHT-CET,74.47
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Automation & Robotics,SC,MHT-CET,72.61
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Automation & Robotics,ST,MHT-CET,70.45
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Automation & Robotics,EWS,MHT-CET,74.93
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Automation & Robotics,TFWS,MHT-CET,89.95
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Science Engineering (AI & ML),General,MHT-CET,86.45
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Science Engineering (AI & ML),OBC,MHT-CET,84.32
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Science Engineering (AI & ML),SC,MHT-CET,82.71
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Science Engineering (AI & ML),ST,MHT-CET,80.45
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Science Engineering (AI & ML),EWS,MHT-CET,84.03
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Science Engineering (AI & ML),TFWS,MHT-CET,89.95
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Science Engineering (Data Science),General,MHT-CET,85.54
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Science Engineering (Data Science),OBC,MHT-CET,82.71
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Science Engineering (Data Science),SC,MHT-CET,80.45
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Science Engineering (Data Science),ST,MHT-CET,78.12
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Science Engineering (Data Science),EWS,MHT-CET,84.03
"Mahatma Gandhi Mission College of Engineering & Technology (MGMCET), Navi Mumbai",Computer Science Engineering (Data Science),TFWS,MHT-CET,89.95
"Shree Ramchandra College of Engineering, Pune",Computer Engineering,General,MHT-CET,87.82
"Shree Ramchandra College of Engineering, Pune",Computer Engineering,OBC,MHT-CET,85.44
"Shree Ramchandra College of Engineering, Pune",Computer Engineering,SC,MHT-CET,86.2
"Shree Ramchandra College of Engineering, Pune",Computer Engineering,ST,MHT-CET,73.58
"Shree Ramchandra College of Engineering, Pune",Computer Engineering,EWS,MHT-CET,84.03
"Shree Ramchandra College of Engineering, Pune",Computer Engineering,TFWS,MHT-CET,89.95
"Shree Ramchandra College of Engineering, Pune",Information Technology,General,MHT-CET,88.19
"Shree Ramchandra College of Engineering, Pune",Information Technology,OBC,MHT-CET,84.81
"Shree Ramchandra College of Engineering, Pune",Information Technology,SC,MHT-CET,82.71
"Shree Ramchandra College of Engineering, Pune",Information Technology,ST,MHT-CET,80.45
"Shree Ramchandra College of Engineering, Pune",Information Technology,EWS,MHT-CET,84.03
"Shree Ramchandra College of Engineering, Pune",Information Technology,TFWS,MHT-CET,89.95
"Shree Ramchandra College of Engineering, Pune",Mechanical Engineering,General,MHT-CET,87.72
"Shree Ramchandra College of Engineering, Pune",Mechanical Engineering,OBC,MHT-CET,84.55
"Shree Ramchandra College of Engineering, Pune",Mechanical Engineering,SC,MHT-CET,80.67
"Shree Ramchandra College of Engineering, Pune",Mechanical Engineering,ST,MHT-CET,77.34
"Shree Ramchandra College of Engineering, Pune",Mechanical Engineering,EWS,MHT-CET,84.5
"Shree Ramchandra College of Engineering, Pune",Mechanical Engineering,TFWS,MHT-CET,89.95
"Shree Ramchandra College of Engineering, Pune",Civil Engineering,General,MHT-CET,85.91
"Shree Ramchandra College of Engineering, Pune",Civil Engineering,OBC,MHT-CET,82.14
"Shree Ramchandra College of Engineering, Pune",Civil Engineering,SC,MHT-CET,79.85
"Shree Ramchandra College of Engineering, Pune",Civil Engineering,ST,MHT-CET,75.6
"Shree Ramchandra College of Engineering, Pune",Civil Engineering,EWS,MHT-CET,80.35
"Shree Ramchandra College of Engineering, Pune",Civil Engineering,TFWS,MHT-CET,89.95
"Shree Ramchandra College of Engineering, Pune",Electrical Engineering,General,MHT-CET,82.6
"Shree Ramchandra College of Engineering, Pune",Electrical Engineering,OBC,MHT-CET,79.9
"Shree Ramchandra College of Engineering, Pune",Electrical Engineering,SC,MHT-CET,77.45
"Shree Ramchandra College of Engineering, Pune",Electrical Engineering,ST,MHT-CET,74.2
"Shree Ramchandra College of Engineering, Pune",Electrical Engineering,EWS,MHT-CET,80
"Shree Ramchandra College of Engineering, Pune",Electrical Engineering,TFWS,MHT-CET,89.95
"Shree Ramchandra College of Engineering, Pune",Electronics & Telecommunication Engineering,General,MHT-CET,85.9
"Shree Ramchandra College of Engineering, Pune",Electronics & Telecommunication Engineering,OBC,MHT-CET,82.5
"Shree Ramchandra College of Engineering, Pune",Electronics & Telecommunication Engineering,SC,MHT-CET,80.2
"Shree Ramchandra College of Engineering, Pune",Electronics & Telecommunication Engineering,ST,MHT-CET,77.65
"Shree Ramchandra College of Engineering, Pune",Electronics & Telecommunication Engineering,EWS,MHT-CET,81.3
"Shree Ramchandra College of Engineering, Pune",Electronics & Telecommunication Engineering,TFWS,MHT-CET,89.95
"Shree Ramchandra College of Engineering, Pune",Artificial Intelligence & Data Science,General,MHT-CET,87.5
"Shree Ramchandra College of Engineering, Pune",Artificial Intelligence & Data Science,OBC,MHT-CET,85.2
"Shree Ramchandra College of Engineering, Pune",Artificial Intelligence & Data Science,SC,MHT-CET,82.5
"Shree Ramchandra College of Engineering, Pune",Artificial Intelligence & Data Science,ST,MHT-CET,79.4
"Shree Ramchandra College of Engineering, Pune",Artificial Intelligence & Data Science,EWS,MHT-CET,83.75
"Shree Ramchandra College of Engineering, Pune",Artificial Intelligence & Data Science,TFWS,MHT-CET,89.95
"Matoshri College of Engineering and Research Centre, Nashik",Computer Engineering,General,MHT-CET,63.69
"Matoshri College of Engineering and Research Centre, Nashik",Computer Engineering,OBC,MHT-CET,58.81
"Matoshri College of Engineering and Research Centre, Nashik",Computer Engineering,SC,MHT-CET,56.8
"Matoshri College of Engineering and Research Centre, Nashik",Computer Engineering,ST,MHT-CET,51.14
"Matoshri College of Engineering and Research Centre, Nashik",Computer Engineering,EWS,MHT-CET,55.49
"Matoshri College of Engineering and Research Centre, Nashik",Computer Engineering,TFWS,MHT-CET,65.87
"Matoshri College of Engineering and Research Centre, Nashik",Information Technology,General,MHT-CET,58.26
"Matoshri College of Engineering and Research Centre, Nashik",Information Technology,OBC,MHT-CET,55.02
"Matoshri College of Engineering and Research Centre, Nashik",Information Technology,SC,MHT-CET,47.77
"Matoshri College of Engineering and Research Centre, Nashik",Information Technology,ST,MHT-CET,25.98
"Matoshri College of Engineering and Research Centre, Nashik",Information Technology,EWS,MHT-CET,44.86
"Matoshri College of Engineering and Research Centre, Nashik",Information Technology,TFWS,MHT-CET,56.8
"Matoshri College of Engineering and Research Centre, Nashik",Artificial Intelligence & Data Science,General,MHT-CET,38.75
"Matoshri College of Engineering and Research Centre, Nashik",Artificial Intelligence & Data Science,OBC,MHT-CET,42.09
"Matoshri College of Engineering and Research Centre, Nashik",Artificial Intelligence & Data Science,SC,MHT-CET,44.52
"Matoshri College of Engineering and Research Centre, Nashik",Artificial Intelligence & Data Science,ST,MHT-CET,25.27
"Matoshri College of Engineering and Research Centre, Nashik",Artificial Intelligence & Data Science,EWS,MHT-CET,26.69
"Matoshri College of Engineering and Research Centre, Nashik",Artificial Intelligence & Data Science,TFWS,MHT-CET,52.21
"Matoshri College of Engineering and Research Centre, Nashik",Electronics & Telecommunication Engineering,General,MHT-CET,27.77
"Matoshri College of Engineering and Research Centre, Nashik",Electronics & Telecommunication Engineering,OBC,MHT-CET,24.38
"Matoshri College of Engineering and Research Centre, Nashik",Electronics & Telecommunication Engineering,SC,MHT-CET,25.98
"Matoshri College of Engineering and Research Centre, Nashik",Electronics & Telecommunication Engineering,ST,MHT-CET,11.79
"Matoshri College of Engineering and Research Centre, Nashik",Electronics & Telecommunication Engineering,EWS,MHT-CET,14.94
"Matoshri College of Engineering and Research Centre, Nashik",Electronics & Telecommunication Engineering,TFWS,MHT-CET,44.19
"Matoshri College of Engineering and Research Centre, Nashik",Electronics and Computer Engineering,General,MHT-CET,46.45
"Matoshri College of Engineering and Research Centre, Nashik",Electronics and Computer Engineering,OBC,MHT-CET,42.09
"Matoshri College of Engineering and Research Centre, Nashik",Electronics and Computer Engineering,SC,MHT-CET,44.52
"Matoshri College of Engineering and Research Centre, Nashik",Electronics and Computer Engineering,ST,MHT-CET,25.27
"Matoshri College of Engineering and Research Centre, Nashik",Electronics and Computer Engineering,EWS,MHT-CET,26.69
"Matoshri College of Engineering and Research Centre, Nashik",Electronics and Computer Engineering,TFWS,MHT-CET,52.21
"Matoshri College of Engineering and Research Centre, Nashik",Electrical Engineering,General,MHT-CET,60.5
"Matoshri College of Engineering and Research Centre, Nashik",Electrical Engineering,OBC,MHT-CET,55.49
"Matoshri College of Engineering and Research Centre, Nashik",Electrical Engineering,SC,MHT-CET,47.77
"Matoshri College of Engineering and Research Centre, Nashik",Electrical Engineering,ST,MHT-CET,25.98
"Matoshri College of Engineering and Research Centre, Nashik",Electrical Engineering,EWS,MHT-CET,44.86
"Matoshri College of Engineering and Research Centre, Nashik",Electrical Engineering,TFWS,MHT-CET,56.8
"Matoshri College of Engineering and Research Centre, Nashik",Mechanical Engineering,General,MHT-CET,44.48
"Matoshri College of Engineering and Research Centre, Nashik",Mechanical Engineering,OBC,MHT-CET,42.09
"Matoshri College of Engineering and Research Centre, Nashik",Mechanical Engineering,SC,MHT-CET,44.52
"Matoshri College of Engineering and Research Centre, Nashik",Mechanical Engineering,ST,MHT-CET,25.27
"Matoshri College of Engineering and Research Centre, Nashik",Mechanical Engineering,EWS,MHT-CET,26.69
